architecture_type,deployment_type,communication_type,num_services,num_databases,requests_per_second,avg_payload_kb,read_write_ratio,peak_traffic_multiplier,cpu_utilization_percent,memory_utilization_percent,network_latency_ms,packet_loss_percent,avg_latency_ms,p95_latency_ms,error_rate_percent,db_connection_pool_exhausted,retry_storm_detected,circuit_breaker_open
monolith,on_prem,async,1,1,228.81,112.48,0.49,3.14,12.88,94.56,23.34,0.31,144.9,261.22,0.71,0,0,0
serverless,cloud,async,38,2,232.73,82.74,0.5,3.09,23.2,57.62,31.94,1.36,216.61,265.84,4.55,0,0,0
hybrid,on_prem,sync,56,1,291.19,118.11,0.71,2.33,22.24,100.0,2.68,0.44,186.31,301.93,1.65,0,0,0
microservices,hybrid,mixed,25,1,131.63,89.7,0.58,1.57,6.89,85.44,41.66,0.75,303.96,453.82,2.0,0,0,0
serverless,hybrid,sync,9,1,117.64,110.53,0.7,3.6,19.89,90.71,5.49,0.02,187.52,364.18,0.6,0,0,0
event_driven,on_prem,sync,20,1,155.41,26.09,0.51,2.64,22.72,30.77,3.03,0.0,110.59,225.22,0.57,0,0,0
hybrid,on_prem,sync,47,1,345.33,9.96,0.4,3.91,29.12,16.6,3.37,0.74,132.63,166.56,2.79,0,0,0
serverless,cloud,mixed,40,3,193.04,136.38,0.85,1.03,15.95,100.0,33.68,0.55,247.35,437.02,1.89,0,0,0
serverless,on_prem,sync,19,1,87.65,100.3,0.52,2.53,0.0,84.7,31.34,0.0,214.42,400.04,0.0,0,0,0
serverless,cloud,async,25,1,77.94,104.29,0.74,3.83,16.94,89.87,59.07,0.13,290.27,470.7,0.78,0,0,0
microservices,hybrid,sync,23,1,90.17,27.35,0.93,1.62,8.07,23.89,7.54,0.44,119.73,240.0,1.23,0,0,0
serverless,hybrid,mixed,6,1,436.83,147.98,0.65,3.0,37.67,100.0,123.34,1.06,456.79,855.81,4.94,0,0,0
serverless,cloud,mixed,50,1,400.44,11.84,0.73,3.73,36.12,12.07,1.44,1.21,141.22,260.08,5.21,0,0,0
microservices,cloud,sync,8,1,101.81,28.92,0.9,3.3,7.26,22.42,10.21,0.0,128.62,219.26,0.07,0,0,0
hybrid,on_prem,sync,22,1,121.65,105.93,0.78,2.1,4.84,85.79,10.28,0.4,192.18,350.61,0.98,0,0,0
serverless,cloud,mixed,44,2,253.16,73.67,0.43,3.49,26.6,48.59,6.97,0.0,164.09,279.25,0.99,0,0,0
hybrid,hybrid,async,56,2,403.76,49.44,0.77,1.5,32.67,37.98,30.91,0.0,290.35,479.12,1.28,0,0,0
monolith,cloud,async,4,1,99.01,115.26,0.48,1.82,2.12,95.73,48.84,0.57,161.41,239.65,1.03,0,0,0
event_driven,hybrid,sync,20,1,106.06,27.5,0.93,2.5,12.72,16.04,41.87,0.15,204.92,382.06,0.51,0,0,0
event_driven,hybrid,async,41,1,92.85,40.44,0.95,1.66,12.14,37.96,70.24,0.2,304.56,494.85,0.6,0,0,0
hybrid,hybrid,async,48,2,62.59,80.32,0.79,2.77,11.68,69.83,16.79,0.37,217.68,374.22,1.06,0,0,0
monolith,on_prem,sync,2,1,225.26,84.85,0.61,2.87,17.76,68.96,20.97,0.0,126.05,163.43,0.28,0,0,0
microservices,on_prem,mixed,13,1,93.36,31.02,0.87,2.3,11.1,33.74,74.59,1.39,397.95,479.63,3.76,0,0,0
event_driven,cloud,async,53,1,223.74,134.16,0.87,1.34,17.83,100.0,0.05,1.02,152.44,195.68,2.6,0,0,0
monolith,on_prem,async,3,1,105.46,33.45,0.57,3.39,0.0,27.93,28.55,1.2,84.86,152.85,2.16,0,0,0
microservices,cloud,mixed,14,1,274.21,142.16,0.72,2.62,25.59,100.0,26.39,0.33,278.0,475.21,1.72,0,0,0
microservices,cloud,mixed,34,2,104.79,54.08,0.72,3.67,9.41,43.23,38.98,0.0,260.83,520.37,0.12,0,0,0
monolith,hybrid,sync,2,1,190.03,24.86,0.43,1.81,11.67,17.95,15.93,0.28,75.28,134.91,0.63,0,0,0
monolith,on_prem,async,1,1,126.68,25.02,0.92,2.6,11.2,22.31,73.18,0.37,134.87,272.4,0.78,0,0,0
hybrid,on_prem,sync,15,1,1220.28,110.2,0.44,3.47,100.0,85.74,6.08,0.08,327.3,596.53,12.19,1,0,0
microservices,cloud,async,16,1,126.41,11.09,0.52,3.15,15.18,10.86,41.52,0.89,255.08,369.7,2.62,0,0,0
event_driven,cloud,mixed,16,1,490.91,85.9,0.89,2.66,40.99,77.1,72.03,0.0,381.19,572.45,1.85,0,0,0
monolith,hybrid,mixed,1,1,148.58,134.84,0.62,3.47,18.05,100.0,27.39,0.52,159.95,325.37,1.23,0,0,0
microservices,hybrid,async,24,1,223.73,145.01,0.51,2.68,9.6,100.0,32.63,0.0,283.45,569.08,0.12,0,0,0
event_driven,on_prem,mixed,51,3,137.37,97.49,0.86,2.53,12.29,86.89,2.86,0.0,142.67,194.2,0.17,0,0,0
event_driven,hybrid,mixed,26,1,32.6,27.79,0.95,1.01,6.43,25.84,54.84,0.33,243.88,385.22,0.78,0,0,0
monolith,on_prem,sync,4,1,123.06,80.35,0.69,1.17,12.51,63.63,18.41,0.0,112.9,167.88,0.14,0,0,0
hybrid,hybrid,mixed,28,1,133.97,43.13,0.66,2.18,17.34,39.64,1.57,0.36,123.98,178.98,1.22,0,0,0
monolith,on_prem,mixed,3,1,299.89,38.92,0.88,1.29,28.95,23.65,16.94,0.0,102.08,187.73,0.75,0,0,0
event_driven,hybrid,async,34,1,163.64,134.42,0.74,2.92,19.85,100.0,23.79,0.0,226.2,343.53,0.43,0,0,0
serverless,on_prem,sync,53,4,235.82,101.12,0.49,1.14,18.18,92.84,28.89,0.0,234.06,391.91,0.46,0,0,0
microservices,cloud,async,44,1,82.47,39.67,0.78,1.72,11.2,27.19,74.41,0.48,392.67,766.25,1.41,0,0,0
event_driven,on_prem,sync,35,1,235.28,133.2,0.79,1.12,11.05,100.0,0.2,0.42,145.03,205.25,1.06,0,0,0
serverless,hybrid,sync,27,1,163.08,13.67,0.65,1.42,6.97,10.95,23.82,0.0,147.93,182.75,0.07,0,0,0
hybrid,cloud,sync,52,2,102.96,101.75,0.63,2.75,5.89,77.7,2.73,0.0,148.35,294.02,0.04,0,0,0
serverless,on_prem,mixed,9,1,149.29,71.74,0.57,3.29,9.42,54.07,53.84,0.2,241.1,378.11,0.67,0,0,0
monolith,hybrid,mixed,1,1,208.19,126.96,0.48,3.17,20.67,100.0,33.29,0.0,169.16,273.28,0.38,0,0,0
serverless,cloud,async,9,1,244.58,78.82,0.58,2.82,16.07,53.09,9.38,0.55,158.8,260.1,1.9,0,0,0
microservices,on_prem,sync,9,1,164.52,9.13,0.91,3.16,9.9,14.12,5.26,0.05,106.1,177.0,0.27,0,0,0
serverless,hybrid,sync,55,2,183.51,11.43,0.7,1.96,9.59,5.88,29.32,0.0,158.71,238.03,0.13,0,0,0
event_driven,on_prem,async,14,1,149.1,57.93,0.6,2.81,14.23,56.11,29.13,1.64,197.67,278.95,3.83,0,0,0
hybrid,cloud,sync,18,1,164.63,128.3,0.51,1.42,6.8,100.0,37.75,0.0,343.94,565.47,0.06,0,0,0
hybrid,on_prem,mixed,21,1,213.05,24.46,0.91,3.73,16.29,15.23,35.15,1.03,273.69,399.8,2.79,0,0,0
monolith,on_prem,mixed,1,1,106.8,129.09,0.66,1.31,4.43,100.0,18.86,1.29,136.99,193.57,2.33,0,0,0
event_driven,cloud,mixed,24,1,187.5,15.46,0.85,2.55,21.55,2.88,3.97,0.44,94.62,134.68,1.49,0,0,0
serverless,cloud,sync,12,1,75.87,124.09,0.82,2.37,6.37,88.74,22.28,0.0,204.29,351.91,0.06,0,0,0
microservices,hybrid,sync,5,1,50.97,2.88,0.84,1.15,8.0,4.26,52.91,0.51,289.32,521.42,1.4,0,0,0
monolith,cloud,mixed,3,1,831.63,120.81,0.42,3.79,65.73,100.0,83.68,0.31,291.33,513.6,4.45,0,0,0
serverless,cloud,async,30,1,163.67,136.82,0.77,3.28,14.21,100.0,20.29,0.0,218.53,359.13,0.28,0,0,0
event_driven,hybrid,async,45,2,76.27,47.93,0.73,3.38,7.61,42.98,11.34,0.0,126.96,238.22,0.06,0,0,0
monolith,on_prem,sync,3,1,383.64,52.12,0.53,2.87,42.47,38.53,26.6,0.01,142.89,232.36,1.63,0,0,0
event_driven,on_prem,async,7,1,44.35,62.63,0.5,1.64,7.54,51.22,66.33,0.54,298.28,515.88,1.24,0,0,0
microservices,hybrid,mixed,10,1,86.64,24.85,0.51,2.04,2.74,16.19,74.73,0.53,378.86,766.63,1.39,0,0,0
hybrid,on_prem,async,8,1,80.24,53.47,0.54,3.31,6.44,50.0,10.38,0.0,164.21,311.49,0.05,0,0,0
serverless,hybrid,async,38,1,227.46,51.57,0.61,2.8,14.92,50.16,186.08,0.0,508.52,718.68,0.31,0,0,0
serverless,cloud,sync,12,1,89.65,51.42,0.63,2.27,0.0,42.03,39.75,0.37,196.12,408.56,1.03,0,0,0
hybrid,cloud,sync,7,1,270.88,96.1,0.53,3.78,24.8,72.59,15.81,0.0,231.33,299.59,0.74,0,0,0
hybrid,on_prem,async,31,2,109.29,118.52,0.59,3.49,11.4,94.55,4.82,1.58,179.04,282.65,3.96,0,0,0
serverless,cloud,async,32,2,212.29,134.85,0.64,3.81,15.01,100.0,67.33,0.41,313.55,596.05,1.46,0,0,0
serverless,hybrid,async,18,1,101.29,45.28,0.47,2.53,4.04,34.65,22.83,0.61,159.24,333.73,1.74,0,0,0
microservices,cloud,mixed,46,2,316.62,17.76,0.51,2.2,28.42,22.62,15.3,0.83,174.89,330.52,3.22,0,0,0
microservices,on_prem,async,52,1,85.4,44.36,0.57,1.06,2.71,47.47,31.56,1.62,228.54,307.14,4.22,0,0,0
monolith,on_prem,async,2,1,683.24,75.82,0.82,1.12,63.1,48.26,38.55,0.37,197.49,258.13,4.25,0,0,0
monolith,hybrid,mixed,1,1,90.61,62.55,0.87,2.14,8.51,50.14,9.47,0.0,88.85,124.51,0.07,0,0,0
serverless,hybrid,sync,28,1,104.96,116.7,0.5,1.1,10.63,100.0,5.42,0.01,184.84,269.84,0.2,0,0,0
event_driven,hybrid,async,25,1,97.4,48.61,0.79,2.57,6.57,22.73,0.96,1.18,80.23,115.71,2.65,0,0,0
serverless,on_prem,sync,44,3,95.43,78.6,0.71,3.82,7.1,62.9,65.34,0.0,269.0,526.79,0.07,0,0,0
microservices,on_prem,sync,51,2,163.73,147.11,0.46,1.08,9.53,100.0,3.92,0.0,168.54,298.7,0.12,0,0,0
hybrid,on_prem,async,46,3,169.22,116.83,0.87,2.76,13.62,97.46,52.83,0.77,424.12,683.99,2.06,0,0,0
event_driven,cloud,async,46,2,804.55,133.3,0.41,3.22,61.38,100.0,8.89,0.0,246.46,468.27,4.14,0,0,0
event_driven,cloud,sync,41,1,342.62,83.23,0.42,1.48,34.98,71.86,6.23,0.1,170.03,288.91,1.56,0,0,0
serverless,on_prem,sync,55,3,49.3,19.32,0.45,2.52,0.04,18.18,75.88,0.62,251.5,442.29,1.75,0,0,0
serverless,on_prem,mixed,48,2,157.79,80.49,0.75,2.16,21.45,64.13,44.64,0.0,245.02,359.2,0.64,0,0,0
event_driven,on_prem,async,23,1,336.56,16.83,0.9,2.42,29.85,15.32,17.79,0.68,154.38,195.09,2.47,0,0,0
microservices,cloud,async,28,1,152.13,83.94,0.46,2.21,7.79,80.32,6.53,0.8,159.81,261.4,2.16,0,0,0
event_driven,hybrid,async,48,1,84.71,49.21,0.75,3.48,10.1,35.72,16.21,0.32,138.63,253.98,0.83,0,0,0
hybrid,on_prem,async,53,4,106.79,44.96,0.81,3.25,8.32,23.93,0.22,0.29,95.94,141.57,0.77,0,0,0
serverless,hybrid,sync,51,1,255.0,132.98,0.71,3.97,13.25,100.0,27.91,0.0,232.68,426.41,0.25,0,0,0
monolith,on_prem,async,2,1,121.93,37.1,0.62,1.56,16.51,18.05,49.52,0.7,114.5,197.38,1.51,0,0,0
event_driven,cloud,mixed,36,2,87.22,76.28,0.58,3.08,5.76,63.7,18.44,0.0,163.08,216.09,0.04,0,0,0
microservices,on_prem,mixed,16,1,120.55,12.15,0.73,2.13,9.71,10.46,24.19,0.36,179.46,252.34,1.07,0,0,0
monolith,cloud,mixed,3,1,76.07,80.5,0.44,1.15,6.29,65.07,22.39,0.39,111.75,143.46,0.74,0,0,0
serverless,hybrid,sync,10,1,158.85,32.39,0.66,2.34,14.38,32.6,0.75,0.0,123.92,228.76,0.29,0,0,0
monolith,cloud,sync,2,1,98.82,28.06,0.44,3.37,4.41,20.68,2.65,0.34,56.78,80.81,0.62,0,0,0
serverless,hybrid,async,19,1,86.36,140.42,0.9,3.41,2.18,100.0,67.64,0.79,301.75,594.6,2.21,0,0,0
hybrid,on_prem,sync,19,1,66.32,108.27,0.45,2.02,5.1,97.35,104.32,0.03,672.9,1390.03,0.1,0,0,0
serverless,on_prem,async,57,2,275.0,9.88,0.77,3.62,15.78,8.28,20.81,1.13,149.86,257.83,3.52,0,0,0
event_driven,hybrid,mixed,45,1,185.64,92.99,0.63,3.65,20.86,89.03,43.48,0.0,276.75,568.49,0.48,0,0,0
hybrid,on_prem,async,19,1,139.92,37.94,0.69,1.93,14.01,37.06,20.51,0.78,212.84,413.95,2.1,0,0,0
serverless,cloud,sync,38,1,187.35,129.0,0.57,1.22,15.76,100.0,29.54,0.55,238.85,489.75,1.88,0,0,0
monolith,on_prem,sync,2,1,209.12,101.69,0.56,3.83,22.69,85.64,3.01,0.26,128.72,249.18,0.93,0,0,0
serverless,hybrid,mixed,38,1,104.89,45.63,0.89,3.94,6.94,37.77,34.63,0.0,187.66,330.57,0.07,0,0,0
microservices,hybrid,async,38,2,185.75,9.45,0.91,3.2,12.75,4.35,0.32,0.67,83.97,140.2,1.96,0,0,0
microservices,cloud,sync,24,1,209.39,148.82,0.79,1.48,19.88,100.0,29.93,0.51,284.57,419.85,1.83,0,0,0
hybrid,hybrid,async,37,2,456.52,118.88,0.73,1.76,40.84,100.0,35.18,0.56,375.95,789.27,3.35,0,0,0
serverless,hybrid,sync,30,1,78.7,19.71,0.49,3.98,0.0,4.25,16.1,0.88,123.91,250.01,2.48,0,0,0
hybrid,cloud,async,42,1,55.07,143.03,0.55,2.28,6.27,100.0,6.15,0.32,185.45,309.98,0.82,0,0,0
microservices,cloud,async,13,1,141.36,77.41,0.5,3.82,6.91,65.01,57.99,0.0,351.87,686.23,0.06,0,0,0
serverless,hybrid,sync,24,1,415.46,54.86,0.59,2.86,39.27,43.03,14.17,0.0,192.96,402.55,2.16,0,0,0
hybrid,on_prem,sync,27,1,164.68,41.21,0.68,1.31,10.08,42.96,17.8,0.72,199.41,251.56,1.86,0,0,0
microservices,hybrid,mixed,33,1,98.05,6.94,0.6,1.65,9.33,3.56,60.9,0.07,322.26,424.2,0.31,0,0,0
microservices,on_prem,sync,58,3,159.14,10.93,0.58,3.71,15.69,5.77,43.01,0.5,258.82,431.75,1.62,0,0,0
monolith,on_prem,async,3,1,101.38,71.82,0.51,3.37,7.32,58.6,67.38,0.3,152.38,286.12,0.6,0,0,0
microservices,on_prem,mixed,33,2,177.63,136.55,0.82,3.36,17.2,100.0,44.87,0.53,341.0,676.69,1.77,0,0,0
event_driven,on_prem,async,26,1,99.81,20.41,0.68,2.9,1.75,10.92,27.82,1.48,149.57,220.21,3.25,0,0,0
monolith,cloud,mixed,2,1,142.03,10.46,0.8,2.08,9.23,5.91,65.03,0.1,114.75,181.7,0.25,0,0,0
event_driven,cloud,async,46,2,186.65,78.47,0.52,3.76,15.93,67.09,9.02,0.0,148.35,266.26,0.28,0,0,0
monolith,on_prem,async,3,1,43.96,118.05,0.91,3.07,7.56,90.12,92.93,0.29,205.0,370.46,0.57,0,0,0
serverless,hybrid,async,51,3,384.43,41.97,0.85,1.69,23.56,46.14,42.0,0.74,228.1,367.88,2.85,0,0,0
monolith,hybrid,async,1,1,637.78,61.35,0.43,1.76,54.75,48.78,1.96,1.3,146.57,191.17,5.03,0,0,0
event_driven,on_prem,async,51,2,78.8,147.71,0.87,3.77,4.82,100.0,112.41,0.0,475.66,579.07,0.03,0,0,0
serverless,hybrid,async,15,1,243.56,11.53,0.44,2.45,17.3,8.17,34.49,0.0,178.99,236.85,0.42,0,0,0
microservices,hybrid,sync,26,1,231.95,61.12,0.56,3.3,11.51,52.69,46.03,0.77,298.63,559.1,2.17,0,0,0
hybrid,on_prem,sync,44,3,143.5,62.54,0.81,1.87,10.62,52.52,62.62,0.28,431.5,785.38,0.81,0,0,0
microservices,cloud,sync,26,1,181.64,101.57,0.92,3.2,9.41,85.04,13.24,0.0,192.36,285.2,0.12,0,0,0
microservices,on_prem,mixed,12,1,164.57,13.84,0.43,1.39,10.64,11.02,1.61,1.27,90.42,126.16,3.45,0,0,0
microservices,on_prem,mixed,27,1,43.81,106.09,0.65,3.3,7.71,92.16,16.24,0.94,208.96,436.65,2.52,0,0,0
microservices,cloud,mixed,25,1,199.63,33.21,0.9,3.1,16.04,26.55,37.75,0.89,251.1,365.49,2.65,0,0,0
microservices,on_prem,sync,42,2,77.34,132.0,0.48,1.44,0.0,100.0,31.79,0.0,272.53,437.79,0.0,0,0,0
serverless,hybrid,sync,8,1,171.71,61.18,0.52,3.37,12.93,49.03,20.85,0.0,174.89,360.51,0.23,0,0,0
hybrid,on_prem,mixed,56,2,48.34,40.01,0.72,3.52,18.54,30.31,18.08,0.31,201.19,295.4,1.16,0,0,0
monolith,on_prem,mixed,2,1,169.15,22.59,0.68,1.71,8.81,20.76,6.41,0.46,64.61,85.8,0.9,0,0,0
microservices,hybrid,sync,20,1,166.12,55.45,0.42,3.09,12.35,44.09,5.96,0.41,132.57,216.22,1.27,0,0,0
hybrid,hybrid,async,9,1,299.65,28.06,0.44,1.21,27.33,24.51,4.81,0.39,142.5,255.08,1.84,0,0,0
hybrid,hybrid,async,15,1,237.2,22.7,0.51,1.84,19.84,12.37,5.15,0.0,126.36,250.87,0.47,0,0,0
event_driven,hybrid,async,31,1,256.87,108.67,0.77,3.41,24.03,94.0,12.07,0.0,191.12,363.43,0.64,0,0,0
microservices,on_prem,mixed,46,2,81.15,15.69,0.81,3.27,18.09,14.05,20.02,0.32,174.47,317.33,1.27,0,0,0
monolith,cloud,async,4,1,71.25,52.96,0.73,3.56,16.97,51.46,22.91,0.0,112.73,174.95,0.26,0,0,0
monolith,cloud,async,2,1,166.36,29.21,0.52,2.79,19.53,19.52,13.82,0.85,83.49,119.42,1.88,0,0,0
serverless,hybrid,sync,36,2,43.96,142.88,0.7,1.13,5.99,100.0,25.78,0.4,221.01,319.26,1.18,0,0,0
event_driven,cloud,sync,35,1,83.7,101.66,0.92,2.84,9.83,85.93,1.53,0.0,135.2,206.04,0.11,0,0,0
monolith,hybrid,async,4,1,217.14,118.86,0.94,1.9,16.99,93.56,2.51,0.16,127.97,200.46,0.55,0,0,0
serverless,hybrid,async,34,2,56.12,15.57,0.57,1.6,6.22,9.93,71.4,0.91,241.82,303.19,2.61,0,0,0
microservices,cloud,sync,33,1,167.49,105.68,0.43,1.62,21.34,90.75,4.73,0.0,177.38,278.41,0.59,0,0,0
microservices,cloud,mixed,55,4,722.79,17.59,0.65,1.58,60.05,17.18,72.23,0.91,450.06,594.8,7.07,0,0,0
serverless,cloud,sync,41,3,123.45,142.59,0.5,1.38,5.2,100.0,24.41,0.62,217.58,441.3,1.78,0,0,0
microservices,hybrid,mixed,49,2,157.91,93.48,0.89,3.68,10.03,80.62,17.16,0.16,204.85,264.1,0.54,0,0,0
serverless,cloud,mixed,47,1,398.79,53.86,0.93,3.03,28.9,58.76,29.84,0.55,221.21,344.12,2.7,0,0,0
monolith,hybrid,mixed,4,1,33.75,125.09,0.93,2.32,0.0,100.0,8.5,1.12,123.86,177.83,2.02,0,0,0
event_driven,hybrid,sync,28,1,300.51,120.55,0.42,4.0,25.52,94.59,13.42,1.12,197.71,299.81,3.19,0,0,0
serverless,cloud,mixed,49,2,196.79,75.03,0.57,3.92,7.2,63.13,40.74,0.65,220.07,409.89,1.91,0,0,0
serverless,cloud,mixed,23,1,193.3,79.63,0.44,2.47,13.95,77.66,61.57,0.54,281.07,497.55,1.79,0,0,0
serverless,cloud,mixed,18,1,47.92,59.44,0.9,3.51,0.0,47.83,15.53,1.22,152.16,252.9,3.42,0,0,0
monolith,on_prem,async,1,1,225.76,79.31,0.75,3.08,15.62,63.98,11.39,0.0,109.73,185.15,0.22,0,0,0
event_driven,hybrid,mixed,31,2,39.91,110.34,0.84,1.74,0.0,85.93,32.69,0.0,220.89,336.51,0.0,0,0,0
microservices,hybrid,sync,40,3,125.7,107.71,0.5,1.73,8.44,74.55,0.45,0.0,131.17,245.37,0.09,0,0,0
serverless,cloud,mixed,53,2,215.0,57.01,0.47,3.54,8.82,43.94,62.01,0.0,248.89,442.47,0.11,0,0,0
hybrid,cloud,async,10,1,172.57,31.57,0.94,2.6,20.17,18.8,46.15,0.76,335.74,489.29,2.31,0,0,0
microservices,hybrid,async,54,2,106.44,15.41,0.72,2.26,4.01,11.69,26.75,0.1,185.16,289.19,0.29,0,0,0
monolith,cloud,async,1,1,90.46,133.08,0.56,1.84,8.29,100.0,60.87,0.68,182.48,288.21,1.28,0,0,0
event_driven,hybrid,async,13,1,58.22,34.09,0.74,3.34,8.16,21.47,6.47,0.0,97.42,155.05,0.07,0,0,0
event_driven,cloud,sync,23,1,74.72,124.08,0.76,3.1,9.83,100.0,14.43,0.55,186.44,227.54,1.33,0,0,0
serverless,hybrid,async,42,3,246.31,48.5,0.8,3.17,11.3,40.44,43.38,0.06,211.53,363.48,0.34,0,0,0
event_driven,on_prem,async,26,1,103.91,119.48,0.7,3.91,18.25,92.96,13.53,0.33,187.06,248.49,1.1,0,0,0
hybrid,hybrid,async,35,2,192.52,49.67,0.9,3.03,16.32,47.52,7.57,0.0,158.77,229.85,0.32,0,0,0
serverless,on_prem,sync,55,1,128.24,75.88,0.48,1.46,4.68,59.43,49.93,1.22,233.2,372.35,3.45,0,0,0
serverless,hybrid,mixed,39,2,101.18,90.02,0.69,3.23,11.63,80.23,69.91,1.81,297.39,499.96,5.26,0,0,0
monolith,cloud,sync,3,1,53.28,41.16,0.92,1.41,2.01,35.45,3.29,0.0,65.98,125.01,0.0,0,0,0
monolith,cloud,sync,2,1,188.7,90.08,0.5,3.06,22.1,85.7,54.1,1.12,179.1,366.1,2.45,0,0,0
monolith,on_prem,async,2,1,84.07,2.58,0.78,2.58,11.69,0.0,62.51,0.53,112.28,175.97,1.07,0,0,0
monolith,cloud,sync,1,1,352.98,102.49,0.66,1.85,31.34,77.28,41.77,0.3,172.31,224.05,1.43,0,0,0
event_driven,hybrid,async,29,1,224.22,5.96,0.49,2.58,23.79,0.96,2.64,0.4,92.82,171.92,1.5,0,0,0
serverless,on_prem,sync,9,1,335.9,93.56,0.63,1.97,29.8,71.52,10.71,0.27,194.83,325.03,1.99,0,0,0
monolith,hybrid,async,4,1,267.31,137.77,0.84,3.49,20.59,100.0,14.12,0.0,149.88,259.48,0.38,0,0,0
monolith,on_prem,mixed,2,1,132.19,144.85,0.66,1.59,8.57,100.0,29.05,0.68,150.94,253.7,1.3,0,0,0
serverless,cloud,async,39,1,103.49,37.27,0.65,1.09,6.89,29.77,52.23,1.1,216.98,371.1,3.13,0,0,0
monolith,hybrid,sync,4,1,17.97,89.14,0.71,3.52,7.79,82.96,25.32,0.62,131.3,184.91,1.17,0,0,0
hybrid,hybrid,mixed,8,1,442.06,71.46,0.41,1.1,38.62,70.26,28.92,1.07,315.17,593.5,4.36,0,0,0
event_driven,cloud,sync,46,1,332.6,140.47,0.66,2.89,26.74,100.0,1.46,0.17,168.4,302.91,1.17,0,0,0
hybrid,on_prem,sync,11,1,221.87,19.03,0.51,1.78,27.76,21.11,1.43,0.0,123.89,171.91,0.92,0,0,0
serverless,hybrid,async,37,2,320.47,77.78,0.53,2.22,26.12,72.87,9.07,0.48,187.49,331.27,2.31,0,0,0
monolith,cloud,mixed,2,1,156.54,136.25,0.54,3.26,13.13,100.0,27.67,0.32,154.4,247.85,0.73,0,0,0
serverless,on_prem,async,33,2,100.91,147.97,0.8,3.91,11.35,100.0,10.64,0.03,196.05,269.22,0.28,0,0,0
serverless,hybrid,async,31,2,126.98,6.58,0.91,1.23,14.61,4.83,28.72,0.16,162.48,214.67,0.74,0,0,0
hybrid,cloud,mixed,17,1,46.33,24.12,0.87,2.94,9.16,18.67,33.01,1.85,257.24,341.5,4.54,0,0,0
hybrid,cloud,sync,12,1,159.49,104.61,0.62,2.9,13.8,79.61,64.29,0.9,465.88,976.67,2.4,0,0,0
serverless,hybrid,async,49,3,148.75,14.0,0.84,1.52,16.52,6.52,76.9,0.17,261.97,331.78,0.86,0,0,0
microservices,on_prem,async,17,1,176.78,69.84,0.45,2.94,8.74,50.46,8.39,0.0,143.42,186.34,0.1,0,0,0
microservices,on_prem,mixed,13,1,849.79,99.48,0.79,1.84,68.89,66.72,1.19,0.16,219.21,383.3,6.59,0,0,0
hybrid,on_prem,mixed,23,1,75.66,20.55,0.43,1.16,12.22,19.55,10.97,0.08,150.85,254.24,0.38,0,0,0
hybrid,on_prem,async,5,1,293.76,59.32,0.89,2.0,25.59,52.8,24.97,0.44,261.96,379.09,1.84,0,0,0
event_driven,on_prem,sync,55,4,101.24,20.37,0.78,1.7,13.87,15.94,53.0,0.9,239.52,306.55,2.19,0,0,0
event_driven,hybrid,async,46,2,462.21,57.28,0.53,1.37,34.78,44.83,42.1,0.0,255.42,307.7,1.33,0,0,0
microservices,on_prem,mixed,48,1,18.98,143.85,0.79,3.45,0.0,100.0,9.37,0.0,182.83,327.99,0.0,0,0,0
event_driven,hybrid,async,40,3,205.63,21.53,0.74,2.89,17.48,7.85,23.18,0.0,149.59,294.15,0.34,0,0,0
monolith,on_prem,async,2,1,83.08,10.56,0.59,1.77,11.22,11.77,7.61,0.88,62.66,130.77,1.7,0,0,0
event_driven,on_prem,sync,54,4,124.44,84.29,0.83,2.91,2.39,62.51,22.51,0.0,171.64,229.14,0.01,0,0,0
hybrid,on_prem,async,32,1,123.43,15.8,0.74,2.84,3.46,8.01,61.56,0.0,388.47,552.69,0.01,0,0,0
monolith,hybrid,async,3,1,176.85,116.45,0.4,2.26,8.63,100.0,67.47,1.25,189.41,396.31,2.32,0,0,0
event_driven,on_prem,mixed,46,3,78.25,26.52,0.51,1.79,0.0,33.23,2.31,0.35,87.01,177.25,0.78,0,0,0
hybrid,on_prem,mixed,38,2,79.72,119.57,0.45,3.55,9.15,100.0,18.86,0.81,251.75,466.14,2.05,0,0,0
serverless,on_prem,mixed,8,1,454.58,125.07,0.58,1.71,42.08,100.0,58.4,0.0,333.85,553.48,2.48,0,0,0
serverless,hybrid,async,12,1,210.49,142.6,0.76,2.91,17.5,100.0,48.02,0.69,277.92,422.57,2.37,0,0,0
event_driven,on_prem,async,22,1,166.72,46.11,0.64,3.33,20.76,47.42,39.13,0.54,228.8,354.32,1.67,0,0,0
serverless,on_prem,async,5,1,73.77,117.7,0.91,2.38,1.28,85.54,97.44,0.0,347.9,593.2,0.0,0,0,0
hybrid,cloud,mixed,29,1,150.16,60.41,0.75,3.8,13.48,43.14,1.19,0.0,120.19,169.69,0.22,0,0,0
event_driven,on_prem,mixed,37,1,75.85,45.45,0.85,3.43,13.23,41.48,48.03,2.61,241.78,431.58,5.94,0,0,0
hybrid,hybrid,sync,29,1,440.79,100.45,0.61,2.43,37.46,82.68,6.15,0.0,210.15,392.36,1.68,0,0,0
monolith,cloud,sync,4,1,920.4,41.02,0.47,2.9,77.21,45.01,7.71,0.76,190.39,230.63,6.73,0,0,0
